Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD
AST-0015152,DES-0015152,Desktop,HP,EliteDesk 800 G9,V7I3O5PSSY,2024-03-13,2024-03-14,2029-03-13,2027-05-31,EOL within 12 months,Quarantined,LOC-0045,Operations,Critical,Development,1050
AST-0015153,DES-0015153,Desktop,Lenovo,ThinkCentre M90q Gen 3,DWZ84RCL0M,2023-02-04,2023-02-20,2026-02-19,2027-06-30,EOL within 24 months,Quarantined,LOC-0127,Technology,Low,Development,1000
AST-0015154,DES-0015154,Desktop,Lenovo,ThinkCentre M90q Gen 3,QNYXEFBQ35,2026-03-20,2026-04-12,2031-04-11,2027-06-30,EOL within 24 months,In Service,LOC-0113,Operations,High,Production,1000
AST-0015155,DES-0015155,Desktop,HP,EliteDesk 800 G9,VUJD8JZK36,2022-06-04,2022-06-27,2025-06-26,2027-05-31,EOL within 12 months,In Service,LOC-0081,Capital Markets,Low,Test,1050
AST-0015156,DES-0015156,Desktop,Dell,OptiPlex 7010,WIXJQ4W9BF,2026-01-26,2026-03-09,2031-03-08,2027-08-31,EOL within 24 months,In Service,LOC-0094,Commercial Banking,Critical,Development,950
AST-0015157,DES-0015157,Desktop,Lenovo,ThinkCentre M90q Gen 3,TH7IJLQGGB,2025-09-28,2025-10-28,2030-10-27,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0031,Capital Markets,Medium,Test,1000
AST-0015158,DES-0015158,Desktop,Lenovo,ThinkCentre M90q Gen 3,PRSI52ZRZH,2024-05-20,2024-06-23,2029-06-22,2027-06-30,EOL within 24 months,Retired,LOC-0078,Operations,Medium,Production,1000
AST-0015159,DES-0015159,Desktop,Dell,OptiPlex 7010,115VF92EI1,2025-02-26,2025-04-08,2030-04-07,2027-08-31,EOL within 24 months,In Service,LOC-0052,Finance,Critical,Production,950
AST-0015160,DES-0015160,Desktop,HP,EliteDesk 800 G9,TF4E0UARGW,2022-05-10,2022-05-24,2025-05-23,2027-05-31,EOL within 12 months,Quarantined,LOC-0122,Technology,Medium,Development,1050
AST-0015161,DES-0015161,Desktop,Dell,OptiPlex 7010,85QJMM4ZO0,2025-04-11,2025-05-14,2028-05-13,2027-08-31,EOL within 24 months,Quarantined,LOC-0125,Data & Analytics,Low,Development,950
AST-0015162,DES-0015162,Desktop,HP,EliteDesk 800 G9,OU4TGURW5W,2024-12-05,2024-12-11,2027-12-11,2027-05-31,EOL within 12 months,In Service,LOC-0129,Finance,Low,Test,1050
AST-0015163,DES-0015163,Desktop,Dell,OptiPlex 7090,3M90JCDWW5,2023-12-27,2024-01-08,2028-01-07,2026-06-30,EOL within 12 months,In Service,LOC-0087,Technology,Medium,Development,1050
AST-0015164,DES-0015164,Desktop,Lenovo,ThinkCentre M90q Gen 3,B3OJ8SZ41K,2025-05-05,2025-05-18,2029-05-17,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0123,Cybersecurity,High,Test,1000
AST-0015165,DES-0015165,Desktop,HP,EliteDesk 800 G9,6UESTFOQUI,2024-11-21,2024-12-30,2029-12-29,2027-05-31,EOL within 12 months,In Service,LOC-0103,Capital Markets,Medium,Test,1050
AST-0015166,DES-0015166,Desktop,Dell,OptiPlex 7090,BE0PHES54L,2024-01-06,2024-01-13,2028-01-12,2026-06-30,EOL within 12 months,Retired,LOC-0060,Wealth Management,High,Test,1050
AST-0015167,DES-0015167,Desktop,Dell,OptiPlex 7010,8KB62BQESA,2024-12-30,2025-02-08,2029-02-07,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0083,Commercial Banking,High,Test,950
AST-0015168,DES-0015168,Desktop,Dell,OptiPlex 7090,WY12G4N0D9,2023-05-25,2023-06-07,2028-06-05,2026-06-30,EOL within 12 months,Quarantined,LOC-0112,Technology,Critical,Development,1050
AST-0015169,DES-0015169,Desktop,Dell,OptiPlex 7090,UGUIUOOY78,2023-01-16,2023-02-11,2027-02-10,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0137,Capital Markets,Low,Production,1050
AST-0015170,DES-0015170,Desktop,Dell,OptiPlex 7010,2Y2O92O15C,2023-11-25,2024-01-07,2029-01-05,2027-08-31,EOL within 24 months,Quarantined,LOC-0012,Wealth Management,Medium,Development,950
AST-0015171,DES-0015171,Desktop,Lenovo,ThinkCentre M90q Gen 3,N9JSNMEHKG,2026-05-07,2026-06-05,2031-06-04,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0148,Technology,High,Test,1000
AST-0015172,DES-0015172,Desktop,Dell,OptiPlex 7010,63SPUFVPQW,2024-04-30,2024-05-21,2027-05-21,2027-08-31,EOL within 24 months,In Service,LOC-0019,Finance,High,Test,950
AST-0015173,DES-0015173,Desktop,HP,EliteDesk 800 G9,7IFOQ28PDB,2023-02-26,2023-03-19,2027-03-18,2027-05-31,EOL within 12 months,In Service,LOC-0089,Wealth Management,Low,Production,1050
AST-0015174,DES-0015174,Desktop,HP,EliteDesk 800 G9,QO6072ECGR,2023-08-28,2023-09-06,2026-09-05,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0056,Human Resources,Medium,Development,1050
AST-0015175,DES-0015175,Desktop,Lenovo,ThinkCentre M90q Gen 3,G66NPPCPCI,2022-10-18,2022-11-10,2027-11-09,2027-06-30,EOL within 24 months,In Service,LOC-0112,Commercial Banking,High,Development,1000
AST-0015176,DES-0015176,Desktop,HP,EliteDesk 800 G9,ZQJZEHJI51,2023-01-08,2023-01-27,2026-01-26,2027-05-31,EOL within 12 months,Retired,LOC-0050,Wealth Management,Medium,Test,1050
AST-0015177,DES-0015177,Desktop,Lenovo,ThinkCentre M90q Gen 3,VQBCT82F2G,2025-03-08,2025-03-25,2028-03-24,2027-06-30,EOL within 24 months,In Service,LOC-0060,Technology,High,Development,1000
AST-0015178,DES-0015178,Desktop,Dell,OptiPlex 7090,TYPQRO15T5,2022-03-10,2022-03-24,2025-03-23,2026-06-30,EOL within 12 months,Quarantined,LOC-0037,Wealth Management,High,Production,1050
AST-0015179,DES-0015179,Desktop,HP,EliteDesk 800 G9,HMAHV9ZUT5,2025-03-08,2025-04-13,2030-04-12,2027-05-31,EOL within 12 months,In Service,LOC-0122,Commercial Banking,High,Development,1050
AST-0015180,DES-0015180,Desktop,Lenovo,ThinkCentre M90q Gen 3,X8VS32G0Q2,2024-12-12,2024-12-17,2029-12-16,2027-06-30,EOL within 24 months,In Service,LOC-0149,Commercial Banking,Low,Development,1000
AST-0015181,DES-0015181,Desktop,Dell,OptiPlex 7010,4QW87JJG8R,2024-12-26,2024-12-27,2029-12-26,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0132,Technology,High,Test,950
AST-0015182,DES-0015182,Desktop,HP,EliteDesk 800 G9,U68POWUEMC,2024-05-17,2024-05-19,2028-05-18,2027-05-31,EOL within 12 months,Retired,LOC-0133,Wealth Management,High,Production,1050
AST-0015183,DES-0015183,Desktop,HP,EliteDesk 800 G9,0UOIHO0J5O,2025-12-09,2026-01-05,2030-01-04,2027-05-31,EOL within 12 months,Quarantined,LOC-0135,Commercial Banking,High,Development,1050
AST-0015184,DES-0015184,Desktop,Lenovo,ThinkCentre M90q Gen 3,TMNVJGJ7WT,2024-07-11,2024-07-29,2027-07-29,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0057,Technology,High,Development,1000
AST-0015185,DES-0015185,Desktop,Lenovo,ThinkCentre M90q Gen 3,E5CIHU5PV3,2022-09-29,2022-10-26,2025-10-25,2027-06-30,EOL within 24 months,Retired,LOC-0093,Cybersecurity,Medium,Development,1000
AST-0015186,DES-0015186,Desktop,HP,EliteDesk 800 G9,6D2MYVLOTW,2025-10-06,2025-10-10,2029-10-09,2027-05-31,EOL within 12 months,In Service,LOC-0051,Cybersecurity,Critical,Test,1050
AST-0015187,DES-0015187,Desktop,Lenovo,ThinkCentre M90q Gen 3,MTCFVXSL5F,2026-01-18,2026-02-19,2029-02-18,2027-06-30,EOL within 24 months,Retired,LOC-0129,Commercial Banking,Critical,Production,1000
AST-0015188,DES-0015188,Desktop,HP,EliteDesk 800 G9,SI29OPE40T,2024-09-18,2024-09-30,2027-09-30,2027-05-31,EOL within 12 months,Quarantined,LOC-0024,Human Resources,Low,Test,1050
AST-0015189,DES-0015189,Desktop,Dell,OptiPlex 7090,VIXMBDTYVW,2024-07-15,2024-07-19,2029-07-18,2026-06-30,EOL within 12 months,In Service,LOC-0052,Technology,High,Test,1050
AST-0015190,DES-0015190,Desktop,HP,EliteDesk 800 G9,SSKITJPYRM,2025-05-08,2025-05-30,2028-05-29,2027-05-31,EOL within 12 months,Retired,LOC-0088,Technology,Low,Development,1050
AST-0015191,DES-0015191,Desktop,Lenovo,ThinkCentre M90q Gen 3,NHI74WJE9Z,2025-12-16,2025-12-20,2029-12-19,2027-06-30,EOL within 24 months,Quarantined,LOC-0007,Technology,Medium,Production,1000
AST-0015192,DES-0015192,Desktop,Dell,OptiPlex 7090,4Q1PU04ZPB,2022-08-07,2022-09-06,2027-09-05,2026-06-30,EOL within 12 months,Retired,LOC-0145,Operations,Medium,Production,1050
AST-0015193,DES-0015193,Desktop,Lenovo,ThinkCentre M90q Gen 3,S2ZTK99H0F,2024-12-12,2024-12-20,2029-12-19,2027-06-30,EOL within 24 months,Quarantined,LOC-0089,Treasury,Critical,Production,1000
AST-0015194,DES-0015194,Desktop,HP,EliteDesk 800 G9,DNA1C3CJMX,2023-06-16,2023-07-30,2027-07-29,2027-05-31,EOL within 12 months,In Service,LOC-0158,Risk,Low,Test,1050
AST-0015195,DES-0015195,Desktop,Lenovo,ThinkCentre M90q Gen 3,SFPA6N3CZ5,2022-11-25,2022-12-13,2026-12-12,2027-06-30,EOL within 24 months,In Service,LOC-0015,Capital Markets,High,Test,1000
AST-0015196,DES-0015196,Desktop,Dell,OptiPlex 7010,7W0LSCT7E6,2023-07-13,2023-07-27,2026-07-26,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0144,Finance,High,Test,950
AST-0015197,DES-0015197,Desktop,HP,EliteDesk 800 G9,D6ZMU4FGPI,2024-05-10,2024-06-04,2029-06-03,2027-05-31,EOL within 12 months,Retired,LOC-0021,Commercial Banking,High,Test,1050
AST-0015198,DES-0015198,Desktop,HP,EliteDesk 800 G9,12T4AJDUAC,2025-02-17,2025-03-27,2028-03-26,2027-05-31,EOL within 12 months,In Service,LOC-0073,Technology,Medium,Test,1050
AST-0015199,DES-0015199,Desktop,Dell,OptiPlex 7010,5NYZ9VTBY9,2026-03-03,2026-03-31,2030-03-30,2027-08-31,EOL within 24 months,In Service,LOC-0083,Finance,Critical,Development,950
AST-0015200,DES-0015200,Desktop,HP,EliteDesk 800 G9,WX0TUJN7GL,2023-12-25,2023-12-28,2028-12-26,2027-05-31,EOL within 12 months,Quarantined,LOC-0001,Legal & Compliance,Low,Test,1050
AST-0015201,DES-0015201,Desktop,Lenovo,ThinkCentre M90q Gen 3,58W30SV8KL,2024-07-25,2024-08-28,2027-08-28,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0026,Technology,High,Development,1000
AST-0015202,DES-0015202,Desktop,HP,EliteDesk 800 G9,HMPAUD64WF,2025-05-14,2025-06-02,2028-06-01,2027-05-31,EOL within 12 months,In Service,LOC-0053,Capital Markets,Critical,Development,1050
AST-0015203,DES-0015203,Desktop,Lenovo,ThinkCentre M90q Gen 3,WRZH0O2CXR,2022-08-23,2022-10-05,2026-10-04,2027-06-30,EOL within 24 months,Retired,LOC-0139,Commercial Banking,Medium,Test,1000
AST-0015204,DES-0015204,Desktop,Lenovo,ThinkCentre M90q Gen 3,ZR1N6N5Y28,2025-09-30,2025-10-08,2028-10-07,2027-06-30,EOL within 24 months,In Service,LOC-0091,Commercial Banking,Medium,Production,1000
AST-0015205,DES-0015205,Desktop,Dell,OptiPlex 7010,2EPJXYHE0B,2025-04-19,2025-05-30,2028-05-29,2027-08-31,EOL within 24 months,In Service,LOC-0047,Technology,High,Production,950
AST-0015206,DES-0015206,Desktop,Dell,OptiPlex 7090,JB8PHXEM8D,2025-04-30,2025-05-05,2029-05-04,2026-06-30,EOL within 12 months,In Service,LOC-0113,Technology,High,Production,1050
AST-0015207,DES-0015207,Desktop,Lenovo,ThinkCentre M90q Gen 3,6225XWHMXD,2023-05-30,2023-07-02,2028-06-30,2027-06-30,EOL within 24 months,Retired,LOC-0057,Data & Analytics,High,Development,1000
AST-0015208,DES-0015208,Desktop,HP,EliteDesk 800 G9,BXS70PONLU,2025-02-05,2025-03-02,2028-03-01,2027-05-31,EOL within 12 months,Quarantined,LOC-0074,Risk,Medium,Test,1050
AST-0015209,DES-0015209,Desktop,Dell,OptiPlex 7090,WSQYV41ESP,2024-08-18,2024-08-28,2027-08-28,2026-06-30,EOL within 12 months,Quarantined,LOC-0137,Technology,High,Production,1050
AST-0015210,DES-0015210,Desktop,Dell,OptiPlex 7090,E3HDA54TB0,2023-11-19,2023-11-30,2027-11-29,2026-06-30,EOL within 12 months,Quarantined,LOC-0157,Retail Banking,High,Development,1050
AST-0015211,DES-0015211,Desktop,HP,EliteDesk 800 G9,JH9CUP6DMF,2024-09-25,2024-10-13,2027-10-13,2027-05-31,EOL within 12 months,Retired,LOC-0065,Capital Markets,Critical,Test,1050
AST-0015212,DES-0015212,Desktop,Dell,OptiPlex 7090,WGESS15CZS,2023-01-20,2023-02-18,2028-02-17,2026-06-30,EOL within 12 months,In Service,LOC-0054,Legal & Compliance,Low,Development,1050
AST-0015213,DES-0015213,Desktop,Lenovo,ThinkCentre M90q Gen 3,70VFM6U6QO,2024-12-28,2025-01-03,2028-01-03,2027-06-30,EOL within 24 months,In Service,LOC-0145,Human Resources,Critical,Production,1000
AST-0015214,DES-0015214,Desktop,Dell,OptiPlex 7090,AU3ZW36RR3,2022-12-01,2022-12-31,2027-12-30,2026-06-30,EOL within 12 months,In Service,LOC-0051,Legal & Compliance,High,Test,1050
AST-0015215,DES-0015215,Desktop,Dell,OptiPlex 7010,G04M6ALKQN,2022-11-21,2022-12-04,2025-12-03,2027-08-31,EOL within 24 months,In Service,LOC-0014,Finance,Medium,Development,950
AST-0015216,DES-0015216,Desktop,Dell,OptiPlex 7090,77OFOFZ8JO,2022-07-04,2022-08-06,2026-08-05,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0010,Retail Banking,Medium,Test,1050
AST-0015217,DES-0015217,Desktop,Dell,OptiPlex 7010,693EC0RP0Y,2024-11-28,2024-12-25,2027-12-25,2027-08-31,EOL within 24 months,Quarantined,LOC-0128,Retail Banking,Medium,Test,950
AST-0015218,DES-0015218,Desktop,Dell,OptiPlex 7010,Y1CT139UMW,2023-03-29,2023-05-02,2027-05-01,2027-08-31,EOL within 24 months,Retired,LOC-0011,Technology,High,Production,950
AST-0015219,DES-0015219,Desktop,Dell,OptiPlex 7090,Y89SEWP81U,2023-01-18,2023-03-01,2026-02-28,2026-06-30,EOL within 12 months,In Service,LOC-0133,Retail Banking,Critical,Test,1050
AST-0015220,DES-0015220,Desktop,HP,EliteDesk 800 G9,5H1K5LUD2C,2023-12-14,2023-12-27,2028-12-25,2027-05-31,EOL within 12 months,In Service,LOC-0007,Wealth Management,High,Development,1050
AST-0015221,DES-0015221,Desktop,HP,EliteDesk 800 G9,396O70GTF9,2022-12-03,2022-12-26,2026-12-25,2027-05-31,EOL within 12 months,Retired,LOC-0109,Retail Banking,Critical,Test,1050
AST-0015222,DES-0015222,Desktop,Lenovo,ThinkCentre M90q Gen 3,A3O0ZMEA12,2025-01-15,2025-01-30,2028-01-30,2027-06-30,EOL within 24 months,Retired,LOC-0081,Technology,High,Test,1000
AST-0015223,DES-0015223,Desktop,Lenovo,ThinkCentre M90q Gen 3,LVXNCNPVDT,2023-04-08,2023-04-27,2028-04-25,2027-06-30,EOL within 24 months,In Service,LOC-0045,Retail Banking,High,Test,1000
AST-0015224,DES-0015224,Desktop,HP,EliteDesk 800 G9,52SFFVU4FG,2022-09-18,2022-10-23,2027-10-22,2027-05-31,EOL within 12 months,In Service,LOC-0069,Commercial Banking,Medium,Production,1050
AST-0015225,DES-0015225,Desktop,Lenovo,ThinkCentre M90q Gen 3,TTJ4812U50,2023-10-12,2023-10-16,2028-10-14,2027-06-30,EOL within 24 months,Quarantined,LOC-0038,Retail Banking,High,Test,1000
AST-0015226,DES-0015226,Desktop,Dell,OptiPlex 7090,5HLKPE8JYS,2022-02-11,2022-02-23,2025-02-22,2026-06-30,EOL within 12 months,In Service,LOC-0060,Data & Analytics,High,Development,1050
AST-0015227,DES-0015227,Desktop,Dell,OptiPlex 7010,T2E0N2SK4U,2024-02-13,2024-02-17,2027-02-16,2027-08-31,EOL within 24 months,In Service,LOC-0117,Capital Markets,Medium,Development,950
AST-0015228,DES-0015228,Desktop,HP,EliteDesk 800 G9,ZTXFCKNGDH,2024-06-19,2024-07-30,2027-07-30,2027-05-31,EOL within 12 months,Quarantined,LOC-0069,Treasury,Critical,Test,1050
AST-0015229,DES-0015229,Desktop,Lenovo,ThinkCentre M90q Gen 3,LHKHSKAG91,2025-12-18,2025-12-19,2029-12-18,2027-06-30,EOL within 24 months,In Service,LOC-0107,Retail Banking,High,Test,1000
AST-0015230,DES-0015230,Desktop,Lenovo,ThinkCentre M90q Gen 3,ZN2FX8N47Y,2024-10-29,2024-11-24,2029-11-23,2027-06-30,EOL within 24 months,Retired,LOC-0080,Data & Analytics,Low,Production,1000
AST-0015231,DES-0015231,Desktop,HP,EliteDesk 800 G9,M0VYTC2HTT,2023-05-21,2023-07-05,2028-07-03,2027-05-31,EOL within 12 months,Quarantined,LOC-0128,Retail Banking,Medium,Development,1050
AST-0015232,DES-0015232,Desktop,Dell,OptiPlex 7090,A8DXGE0QY9,2022-01-22,2022-02-13,2026-02-12,2026-06-30,EOL within 12 months,In Service,LOC-0138,Capital Markets,Medium,Development,1050
AST-0015233,DES-0015233,Desktop,HP,EliteDesk 800 G9,DCPJ5LR66I,2026-04-02,2026-04-15,2030-04-14,2027-05-31,EOL within 12 months,In Service,LOC-0083,Commercial Banking,Low,Development,1050
AST-0015234,DES-0015234,Desktop,Dell,OptiPlex 7010,HME76GV65F,2023-04-15,2023-05-07,2027-05-06,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0154,Retail Banking,High,Development,950
AST-0015235,DES-0015235,Desktop,Dell,OptiPlex 7010,5BGBDJ9KVJ,2024-02-04,2024-03-08,2029-03-07,2027-08-31,EOL within 24 months,In Service,LOC-0118,Capital Markets,Critical,Test,950
AST-0015236,DES-0015236,Desktop,Dell,OptiPlex 7090,4A1QVNRWQY,2024-10-24,2024-11-14,2027-11-14,2026-06-30,EOL within 12 months,Planned Refresh,LOC-0068,Retail Banking,High,Production,1050
AST-0015237,DES-0015237,Desktop,Dell,OptiPlex 7090,N3TDZ5MUG1,2022-11-06,2022-12-07,2027-12-06,2026-06-30,EOL within 12 months,In Service,LOC-0050,Data & Analytics,Medium,Development,1050
AST-0015238,DES-0015238,Desktop,Dell,OptiPlex 7010,S94WDW6DGX,2023-03-08,2023-03-15,2028-03-13,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0085,Data & Analytics,Critical,Development,950
AST-0015239,DES-0015239,Desktop,Dell,OptiPlex 7010,ZYOV2V0Q2M,2025-03-15,2025-04-13,2028-04-12,2027-08-31,EOL within 24 months,Retired,LOC-0049,Capital Markets,Medium,Production,950
AST-0015240,DES-0015240,Desktop,Dell,OptiPlex 7010,O0ZKFSJKKP,2026-04-29,2026-06-03,2029-06-02,2027-08-31,EOL within 24 months,Quarantined,LOC-0061,Retail Banking,Medium,Production,950
AST-0015241,DES-0015241,Desktop,Dell,OptiPlex 7010,NCL5IXNT4E,2025-05-19,2025-06-05,2028-06-04,2027-08-31,EOL within 24 months,Quarantined,LOC-0130,Technology,Low,Production,950
AST-0015242,DES-0015242,Desktop,Dell,OptiPlex 7010,0CYE7U3GA0,2025-09-25,2025-10-30,2029-10-29,2027-08-31,EOL within 24 months,Quarantined,LOC-0025,Commercial Banking,Low,Test,950
AST-0015243,DES-0015243,Desktop,Dell,OptiPlex 7010,AFPTPMCSB0,2023-05-26,2023-06-22,2026-06-21,2027-08-31,EOL within 24 months,Planned Refresh,LOC-0013,Capital Markets,Medium,Development,950
AST-0015244,DES-0015244,Desktop,Dell,OptiPlex 7010,1XJCJE2NIM,2023-12-21,2024-01-09,2027-01-08,2027-08-31,EOL within 24 months,In Service,LOC-0008,Human Resources,Medium,Production,950
AST-0015245,DES-0015245,Desktop,Dell,OptiPlex 7090,9B27X0HYF7,2022-03-18,2022-04-26,2025-04-25,2026-06-30,EOL within 12 months,In Service,LOC-0117,Retail Banking,High,Test,1050
AST-0015246,DES-0015246,Desktop,Lenovo,ThinkCentre M90q Gen 3,7O1076J26O,2023-12-22,2024-01-26,2027-01-25,2027-06-30,EOL within 24 months,Retired,LOC-0054,Data & Analytics,Medium,Production,1000
AST-0015247,DES-0015247,Desktop,Dell,OptiPlex 7090,D54JIJ1G2D,2024-07-10,2024-07-20,2029-07-19,2026-06-30,EOL within 12 months,Retired,LOC-0134,Cybersecurity,Medium,Development,1050
AST-0015248,DES-0015248,Desktop,Dell,OptiPlex 7090,OOAP52BPDL,2022-05-29,2022-06-25,2026-06-24,2026-06-30,EOL within 12 months,In Service,LOC-0124,Commercial Banking,Medium,Development,1050
AST-0015249,DES-0015249,Desktop,HP,EliteDesk 800 G9,2M6XVCCVM3,2022-05-03,2022-06-03,2026-06-02,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0054,Operations,Critical,Production,1050
AST-0015250,DES-0015250,Desktop,Dell,OptiPlex 7090,1LJYN5IRBC,2022-09-15,2022-09-28,2025-09-27,2026-06-30,EOL within 12 months,Retired,LOC-0031,Retail Banking,Critical,Production,1050
AST-0015251,DES-0015251,Desktop,Lenovo,ThinkCentre M90q Gen 3,40CJ8Z9T2G,2024-05-16,2024-05-29,2027-05-29,2027-06-30,EOL within 24 months,In Service,LOC-0072,Data & Analytics,Medium,Production,1000
AST-0015252,DES-0015252,Desktop,Dell,OptiPlex 7010,YERRJUF05K,2023-10-09,2023-10-25,2027-10-24,2027-08-31,EOL within 24 months,In Service,LOC-0066,Finance,Medium,Development,950
AST-0015253,DES-0015253,Desktop,Dell,OptiPlex 7010,BENWFUJKS7,2024-09-30,2024-10-16,2027-10-16,2027-08-31,EOL within 24 months,Retired,LOC-0001,Operations,High,Test,950
AST-0015254,DES-0015254,Desktop,Dell,OptiPlex 7010,QU8QA2VXQI,2024-07-04,2024-07-13,2027-07-13,2027-08-31,EOL within 24 months,Quarantined,LOC-0072,Data & Analytics,Critical,Development,950
AST-0015255,DES-0015255,Desktop,HP,EliteDesk 800 G9,N9Z97YNW2G,2026-01-25,2026-02-25,2031-02-24,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0110,Data & Analytics,High,Production,1050
AST-0015256,DES-0015256,Desktop,Lenovo,ThinkCentre M90q Gen 3,A56HPQ1KEX,2023-06-22,2023-06-25,2028-06-23,2027-06-30,EOL within 24 months,In Service,LOC-0054,Wealth Management,High,Production,1000
AST-0015257,DES-0015257,Desktop,Dell,OptiPlex 7090,YR3TG83NHP,2025-01-29,2025-02-19,2029-02-18,2026-06-30,EOL within 12 months,Retired,LOC-0081,Data & Analytics,High,Test,1050
AST-0015258,DES-0015258,Desktop,Lenovo,ThinkCentre M90q Gen 3,3ZPUV76M0O,2025-01-15,2025-02-20,2030-02-19,2027-06-30,EOL within 24 months,In Service,LOC-0125,Retail Banking,Critical,Production,1000
AST-0015259,DES-0015259,Desktop,Lenovo,ThinkCentre M90q Gen 3,BPNJCZUZA9,2024-12-14,2025-01-23,2029-01-22,2027-06-30,EOL within 24 months,In Service,LOC-0140,Retail Banking,Low,Development,1000
AST-0015260,DES-0015260,Desktop,Dell,OptiPlex 7090,O1A0MGTV3Z,2023-12-07,2023-12-25,2028-12-23,2026-06-30,EOL within 12 months,In Service,LOC-0038,Technology,Critical,Development,1050
AST-0015261,DES-0015261,Desktop,Dell,OptiPlex 7010,WBQB3724X6,2025-12-31,2026-02-11,2029-02-10,2027-08-31,EOL within 24 months,In Service,LOC-0111,Wealth Management,Critical,Test,950
AST-0015262,DES-0015262,Desktop,Dell,OptiPlex 7010,SIF3L8A3A8,2025-08-26,2025-10-02,2030-10-01,2027-08-31,EOL within 24 months,Quarantined,LOC-0025,Finance,High,Test,950
AST-0015263,DES-0015263,Desktop,Dell,OptiPlex 7010,26D0QJOLOB,2023-02-04,2023-02-17,2027-02-16,2027-08-31,EOL within 24 months,In Service,LOC-0059,Capital Markets,High,Production,950
AST-0015264,DES-0015264,Desktop,HP,EliteDesk 800 G9,U59G4S4AK5,2024-05-16,2024-06-24,2029-06-23,2027-05-31,EOL within 12 months,In Service,LOC-0059,Technology,High,Production,1050
AST-0015265,DES-0015265,Desktop,Dell,OptiPlex 7010,89UJSRF9FH,2023-08-17,2023-09-19,2026-09-18,2027-08-31,EOL within 24 months,In Service,LOC-0021,Retail Banking,Low,Production,950
AST-0015266,DES-0015266,Desktop,Dell,OptiPlex 7010,LJ9DWE0V05,2023-08-12,2023-09-05,2028-09-03,2027-08-31,EOL within 24 months,Retired,LOC-0098,Treasury,High,Test,950
AST-0015267,DES-0015267,Desktop,HP,EliteDesk 800 G9,QRO063XFJC,2025-02-28,2025-03-04,2029-03-03,2027-05-31,EOL within 12 months,Quarantined,LOC-0085,Risk,Medium,Test,1050
AST-0015268,DES-0015268,Desktop,HP,EliteDesk 800 G9,9GUVCA964E,2022-09-26,2022-10-22,2026-10-21,2027-05-31,EOL within 12 months,In Service,LOC-0066,Legal & Compliance,Critical,Production,1050
AST-0015269,DES-0015269,Desktop,Dell,OptiPlex 7090,7TM2ZBQ3E3,2022-02-28,2022-03-22,2025-03-21,2026-06-30,EOL within 12 months,Retired,LOC-0012,Retail Banking,Low,Production,1050
AST-0015270,DES-0015270,Desktop,Dell,OptiPlex 7010,OGZ70VAZLM,2025-03-25,2025-04-14,2029-04-13,2027-08-31,EOL within 24 months,In Service,LOC-0145,Technology,High,Test,950
AST-0015271,DES-0015271,Desktop,Dell,OptiPlex 7090,49NMDR9WTQ,2025-03-27,2025-04-28,2029-04-27,2026-06-30,EOL within 12 months,In Service,LOC-0016,Operations,Low,Production,1050
AST-0015272,DES-0015272,Desktop,Lenovo,ThinkCentre M90q Gen 3,X17I1BT94Y,2023-12-28,2024-01-14,2029-01-12,2027-06-30,EOL within 24 months,Planned Refresh,LOC-0074,Retail Banking,High,Production,1000
AST-0015273,DES-0015273,Desktop,Lenovo,ThinkCentre M90q Gen 3,XQ9TB6UWZO,2022-06-01,2022-07-11,2025-07-10,2027-06-30,EOL within 24 months,In Service,LOC-0150,Retail Banking,Medium,Production,1000
AST-0015274,DES-0015274,Desktop,Lenovo,ThinkCentre M90q Gen 3,BNMTXADONO,2024-06-09,2024-07-06,2027-07-06,2027-06-30,EOL within 24 months,Quarantined,LOC-0056,Technology,Medium,Development,1000
AST-0015275,DES-0015275,Desktop,HP,EliteDesk 800 G9,GWX4KMKCAR,2022-09-18,2022-10-25,2025-10-24,2027-05-31,EOL within 12 months,Retired,LOC-0125,Cybersecurity,High,Production,1050
AST-0015276,DES-0015276,Desktop,Dell,OptiPlex 7010,L3COKTLSNH,2024-02-01,2024-02-15,2028-02-14,2027-08-31,EOL within 24 months,In Service,LOC-0030,Technology,Medium,Test,950
AST-0015277,DES-0015277,Desktop,Dell,OptiPlex 7010,GKBXFXFREH,2025-05-13,2025-06-19,2028-06-18,2027-08-31,EOL within 24 months,Retired,LOC-0157,Operations,Medium,Production,950
